Order_ID,Customer_ID
5091,0163
3679,0163
11172,0163
3122,0164
10005,0164
5170,0165
1785,0165
10349,0165
3663,0165
3245,0165
4463,0165
3284,0165
7999,0166
665,0166
10146,0167
7090,0167
1971,0168
5653,0168
5175,0168
12271,0168
12595,0169
3128,0169
8657,0169
1775,0169
5276,0170
1475,0170
3959,0170
3936,0170
12208,0171
4352,0171
6028,0171
12257,0171
7523,0172
182,0172
12577,0172
11027,0173
7627,0174
4016,0174
12645,0175
10706,0175
2744,0176
587,0176
4947,0176
3781,0176
11038,0177
3828,0177
8768,0177
11878,0178
9357,0178
6298,0178
2980,0179
11961,0179
3924,0179
620,0180
9111,0180
5881,0181
190,0181
10256,0181
3315,0182
450,0183
2188,0183
9513,0183
10566,0184
10631,0184
11521,0184
3294,0185
3398,0185
7177,0185
3551,0185
8561,0185
5269,0186
11547,0186
11225,0187
2048,0188
10426,0188
11129,0188
2955,0189
3037,0190
5312,0190
543,0190
3351,0191
11910,0191
2245,0192
12244,0192
10938,0193
1092,0193
5079,0193
8613,0194
9777,0194
2053,0194
5413,0195
3949,0195
366,0196
8893,0196
10077,0197
4059,0197
2296,0197
4218,0198
149,0199
12833,0199
4495,0200
7323,0200
1705,0200
113,0201
5784,0201
8092,0202
5309,0203
1569,0203
7395,0204
1417,0204
6998,0204
9651,0205
10423,0205
909,0206
12072,0206
8802,0206
648,0207
5496,0207
12757,0208
10515,0208
5423,0209
873,0209
10977,0209
4118,0209
386,0210
11262,0210
2357,0210
2495,0210
7384,0211
7940,0211
10321,0211
3069,0212
6112,0212
3833,0212
2587,0212
2556,0212
9682,0212
4714,0213
7001,0213
8931,0213
12234,0214
9692,0214
5444,0215
8849,0215
11507,0215
10420,0215
681,0215
6165,0216
3922,0216
5848,0216
2087,0217
7106,0217
1299,0218
6312,0218
6500,0218
4872,0218
10859,0218
10280,0219
657,0219
3433,0219
6852,0220
6107,0220
3604,0220
5748,0221
11592,0222
7792,0222
11012,0222
5398,0223
10102,0223
9104,0224
6984,0224
3534,0225
7591,0225
3683,0226
9577,0226
6380,0226
6746,0227
11575,0227
7824,0228
10270,0229
2394,0229
9183,0230
6476,0230
10540,0230
11979,0230
11455,0230
11899,0230
9206,0231
8767,0231
9272,0232
9341,0232
10266,0232
3681,0233
11320,0233
3877,0234
3829,0235
8484,0236
10954,0237
12034,0237
10049,0237
11873,0237
6431,0237
6514,0238
5611,0238
5426,0239
5257,0239
12468,0239
4025,0240
4880,0241
1131,0242
646,0242
9244,0242
7820,0243
6390,0243
9138,0243
9659,0243
6751,0244
5365,0244
9575,0245
11210,0245
9894,0245
7425,0246
6087,0246
10125,0247
243,0247
9376,0247
11065,0248
3704,0248
11996,0248
804,0248
485,0249
4451,0249
4577,0249
3424,0249
6795,0250
11764,0250
3198,0250
11461,0251
7477,0251
6936,0252
6650,0252
7830,0253
5837,0253
1426,0254
6530,0255
8,0255
11881,0256
9574,0256
2269,0256
2679,0257
5016,0257
6755,0258
8619,0258
2584,0259
6625,0259
129,0259
933,0260
2427,0260
3080,0260
10361,0260
3996,0260
9150,0261
3324,0261
6003,0261
770,0262
11672,0262
2718,0262
2401,0262
3231,0263
747,0263
4222,0264
8126,0264
7153,0265
1403,0266
10969,0267
12378,0267
10174,0267
1894,0267
5642,0268
9732,0268
4949,0268
3761,0268
7546,0268
8321,0268
4238,0269
12734,0270
10412,0270
8163,0270
7783,0271
7112,0271
10034,0271
11972,0271
5690,0271
12226,0271
1135,0272
3680,0272
3617,0272
7424,0273
1461,0273
4195,0274
3990,0274
2196,0275
3438,0275
1083,0276
3703,0277
8961,0277
7172,0278
6582,0278
8088,0278
11874,0279
1542,0279
5844,0279
12134,0280
6602,0280
5822,0280
7593,0280
11549,0281
9062,0281
10038,0281
11423,0282
8346,0282
7553,0282
7032,0283
1447,0283
2408,0284
7542,0284
4299,0284
7144,0285
8780,0285
2399,0286
8936,0286
11746,0287
4437,0288
7221,0288
11824,0289
205,0289
6945,0290
4804,0290
7148,0291
2147,0291
11417,0292
2206,0292
10462,0292
1354,0292
11231,0292
2295,0292
1327,0293
9400,0293
1259,0294
3357,0294
1132,0294
6283,0295
1645,0295
12068,0295
5874,0296
7809,0296
3883,0296
781,0296
5006,0297
7053,0298
6612,0298
9986,0298
7017,0298
6888,0298
6572,0299
8089,0299
904,0299
3048,0299
12094,0299
4207,0300
11289,0300
12200,0301
11145,0302
6579,0302
8220,0302
5796,0303
12498,0304
7174,0304
8938,0304
9581,0304
8536,0304
3361,0305
449,0306
1912,0306
5052,0307
6533,0307
1229,0307
3418,0308
10871,0308
4612,0308
562,0308
3073,0308
1883,0309
6434,0309
7238,0310
6543,0311
6264,0311
10013,0312
7332,0313
966,0313
7243,0314
8896,0314
12216,0314
6509,0314
4335,0315
38,0315
8656,0315
5457,0316
4568,0316
9064,0316
7376,0316
9405,0317
9208,0317
443,0317
1427,0318
12336,0318
6591,0319
11683,0319
12015,0320
5580,0320
9094,0320
10834,0320
11149,0321
9170,0321
10410,0321
398,0321
4611,0321
27,0322
8822,0322
12600,0323
11483,0323
11382,0323
834,0324
460,0325
493,0325
3270,0325
7315,0326
1593,0326
4781,0326
5147,0326
9423,0327
10974,0327
9217,0328
9492,0328
11676,0328
2279,0329
4147,0329
8680,0329
7306,0330
12397,0330
11816,0330
827,0331
10126,0331
3355,0331
339,0332
8046,0333
7475,0333
5263,0334
307,0334
7427,0335
8695,0335
6282,0336
3953,0336
1098,0336
6832,0337
1518,0337
8531,0338
8159,0338
10265,0339
653,0339
9958,0339
905,0340
1862,0340
12041,0341
1849,0341
7232,0342
11893,0342
11533,0343
7545,0343
11295,0344
12829,0344
389,0344
5604,0345
4931,0345
3293,0346
6529,0347
12572,0347
7596,0347
2389,0347
2942,0348
12031,0348
5109,0349
9890,0349
7540,0349
3092,0349
2319,0350
6753,0350
7862,0350
6051,0351
4361,0352
353,0352
8643,0353
3103,0353
5739,0353
8554,0354
1498,0354
7330,0354
7117,0354
1882,0355
193,0356
3734,0356
3238,0356
7782,0357
5297,0358
119,0358
5867,0359
8749,0359
5979,0360
3614,0360
12366,0360
544,0360
11353,0360
2321,0361
11797,0361
11200,0361
11577,0361
5419,0361
6291,0361
4604,0362
8835,0362
10690,0362
8684,0363
10271,0363
6176,0363
7769,0363
1522,0364
10625,0364
4535,0365
6948,0365
11162,0366
2921,0367
5183,0368
2890,0368
11088,0368
661,0369
10047,0369
2491,0369
7881,0370
5668,0370
14,0371
6077,0371
6268,0371
12450,0371
2386,0372
11726,0372
7211,0372
7972,0373
10071,0373
5186,0374
1499,0375
2813,0375
12635,0376
916,0376
2031,0377
3287,0377
12337,0378
1956,0378
7169,0378
2456,0379
9612,0379
8276,0379
10213,0380
6671,0381
1856,0382
3902,0382
6691,0382
3470,0382
6759,0383
2275,0383
9363,0383
11003,0384
3319,0384
5154,0384
10230,0384
2316,0385
6578,0385
3624,0385
7925,0385
1043,0386
524,0386
8166,0386
7399,0386
63,0387
10129,0388
11434,0388
8795,0388
5215,0388
8965,0388
10618,0389
11573,0389
11688,0389
7487,0390
9740,0390
1435,0391
10488,0392
1688,0392
7787,0393
6154,0393
12319,0393
11324,0394
7666,0394
10763,0395
7685,0396
5560,0396
11540,0396
9480,0397
2039,0397
2691,0397
10622,0398
12632,0398
220,0399
10443,0399
2103,0400
4875,0400
10139,0401
2627,0401
335,0401
9562,0401
2952,0402
1359,0402
5449,0402
738,0402
270,0403
10305,0403
5945,0404
4208,0404
11429,0405
5651,0405
8874,0406
7678,0406
6029,0406
9981,0407
4275,0407
10,0407
11274,0408
3801,0408
12422,0408
8591,0409
4706,0409
1295,0409
11834,0410
9148,0410
78,0410
9134,0411
10476,0411
11761,0411
8122,0412
11401,0412
9801,0413
11452,0414
10249,0414
1306,0414
7664,0414
4542,0414
3978,0414
7157,0414
8446,0414
640,0415
11135,0415
5510,0416
4580,0416
8131,0416
6497,0416
4022,0417
7961,0417
9025,0417
1050,0418
5151,0419
6988,0419
11454,0419
5272,0419
2603,0420
10312,0420
9728,0420
5026,0421
11337,0421
2481,0421
1908,0421
9615,0422
6779,0422
2949,0422
9739,0423
5715,0423
3528,0423
693,0424
12329,0424
3620,0424
6834,0425
12674,0425
7556,0425
6429,0425
10637,0426
350,0426
4571,0426
5129,0427
8267,0427
6148,0428
12837,0428
1924,0429
9587,0429
5677,0429
1336,0429
4172,0429
5883,0430
5097,0430
1927,0430
3826,0431
12720,0431
5054,0431
5163,0431
8489,0431
3436,0432
1731,0432
8450,0433
8132,0434
6506,0434
8109,0435
8734,0436
11532,0436
3632,0436
7,0436
523,0437
421,0437
6056,0438
772,0438
5399,0438
3417,0438
7559,0438
1663,0439
5543,0439
5768,0440
2023,0441
2948,0441
12357,0442
7909,0442
1993,0443
1620,0443
3027,0443
10725,0444
4831,0444
11668,0444
12752,0445
5401,0445
1707,0446
4704,0446
368,0446
5043,0447
4838,0447
3331,0447
2367,0448
10736,0448
2742,0449
5845,0449
894,0449
6734,0450
7257,0450
4959,0450
10601,0450
2404,0451
10766,0452
10727,0452
3820,0453
8729,0453
5964,0453
4043,0454
5383,0454
9216,0454
12849,0454
9046,0455
6295,0456
139,0456
761,0456
12231,0456
2907,0457
11375,0457
9160,0458
5144,0458
6225,0458
7400,0459
11992,0459
5941,0459
8231,0459
9605,0459
11552,0459
4053,0460
4883,0460
1860,0461
9554,0462
9512,0462
5112,0462
6665,0463
9186,0464
3615,0465
1059,0466
580,0466
8095,0467
5982,0467
4136,0467
8161,0468
12143,0469
43,0469
3813,0469
11482,0470
9437,0470
8956,0470
2528,0470
10565,0471
7618,0472
2763,0472
12653,0472
7455,0472
3984,0473
1685,0473
6616,0474
1126,0474
7461,0475
6663,0475
3461,0475
181,0476
11902,0477
11467,0477
10308,0478
9106,0478
2748,0478
5632,0479
11099,0480
1951,0480
3487,0481
8507,0481
9171,0482
5944,0482
635,0483
1429,0483
6118,0483
10943,0484
1966,0484
5374,0484
962,0485
9867,0485
10112,0486
262,0486
5395,0486
4328,0486
7331,0486
1251,0486
6406,0486
9276,0486
8375,0487
508,0487
6212,0487
920,0487
6419,0487
6156,0488
1845,0488
3567,0489
120,0489
1155,0489
6290,0490
6407,0490
11019,0490
11352,0491
9506,0491
10563,0492
7045,0492
3352,0492
4046,0492
4308,0492
6375,0493
1146,0494
11442,0494
7791,0494
9236,0494
8982,0495
5050,0495
12381,0496
7046,0496
12760,0496
9977,0497
6925,0497
2962,0498
3711,0499
3124,0499
8196,0500
2658,0500
8869,0501
4680,0502
9570,0502
5716,0503
189,0503
11321,0504
11239,0504
10335,0504
2972,0504
10238,0505
8854,0505
9667,0506
9619,0506
10710,0506
10424,0506
11151,0507
6738,0507
1209,0508
10267,0508
502,0508
101,0508
12423,0508
947,0508
1165,0509
2555,0509
2981,0509
7468,0510
11358,0510
10597,0510
9005,0511
12175,0511
3638,0512
5538,0512
1642,0512
11864,0513
9220,0513
11903,0513
2380,0513
8939,0514
6858,0514
6043,0515
9002,0515
3457,0515
7722,0516
9240,0517
1742,0517
9056,0517
12022,0518
9140,0519
4583,0519
141,0519
8719,0519
2469,0519
1641,0520
6332,0521
5039,0521
2541,0521
4587,0522
5078,0522
8127,0522
3360,0523
525,0523
1903,0524
5081,0525
5813,0525
12690,0525
4065,0526
8834,0526
9584,0526
4448,0527
753,0527
2919,0527
1011,0528
10456,0528
6962,0529
448,0529
11525,0530
351,0530
12793,0530
4357,0531
6929,0531
6217,0531
2475,0532
10850,0532
12514,0532
3756,0533
12521,0534
1700,0534
8908,0535
2488,0535
11066,0535
7029,0535
4925,0535
12198,0535
7273,0535
5548,0535
8318,0535
7003,0536
7342,0536
9193,0536
3854,0537
6088,0538
458,0538
3142,0539
592,0540
397,0540
6139,0540
11752,0541
7880,0541
7560,0542
8788,0542
6872,0542
9419,0543
7503,0543
732,0543
7184,0544
11504,0545
3653,0546
3639,0546
54,0546
1294,0546
2731,0547
6527,0547
1562,0547
11913,0548
9822,0548
10469,0548
10366,0549
1689,0549
10194,0550
6922,0550
942,0550
11584,0551
4944,0551
10815,0551
2692,0552
1156,0552
1416,0552
11133,0552
3575,0553
3030,0553
6515,0554
11291,0555
11983,0555
8532,0556
7643,0556
9711,0556
2132,0557
651,0557
2688,0557
7079,0558
4406,0559
2359,0559
10106,0559
4786,0560
5459,0560
3197,0561
5906,0561
9466,0562
2685,0562
6188,0562
12703,0563
2547,0563
5702,0563
4738,0564
8700,0565
10252,0565
4710,0565
2796,0566
12663,0567
4648,0567
4610,0567
6546,0568
4884,0568
4048,0568
8175,0569
6116,0569
7814,0570
3634,0570
5773,0570
1630,0571
4367,0571
11159,0572
1362,0572
7379,0572
5289,0572
6220,0573
4180,0573
2040,0573
5171,0573
6402,0573
1941,0574
8085,0575
1320,0575
6132,0575
4464,0576
8335,0576
12283,0577
10301,0578
3305,0578
7516,0578
8009,0578
1200,0578
3976,0579
10529,0579
6981,0579
11526,0579
4616,0579
1045,0580
11433,0580
10357,0581
10806,0581
588,0581
7469,0582
11593,0583
11689,0583
1038,0583
1290,0584
9224,0584
7360,0584
10272,0585
2253,0585
1136,0585
5741,0585
12765,0586
10182,0586
8195,0586
4708,0586
1586,0587
12451,0587
5077,0587
12250,0587
12255,0587
11997,0587
10644,0588
6454,0588
1170,0588
10024,0588
5777,0588
559,0589
11237,0589
12276,0590
11275,0591
11348,0592
2852,0592
8861,0593
3850,0593
4794,0594
11435,0594
10861,0594
413,0594
6886,0595
8464,0595
11218,0595
11188,0595
12008,0595
6517,0596
2545,0596
2819,0597
9023,0597
9020,0598
2975,0598
8378,0599
6703,0599
8154,0599
6270,0600
10244,0600
1861,0600
11142,0600
782,0601
6733,0602
5311,0603
6618,0603
2155,0603
9707,0604
12353,0605
4548,0605
17,0606
11031,0606
11047,0606
10678,0606
9959,0606
8081,0607
9420,0607
9725,0608
9863,0608
2207,0609
12682,0609
2363,0610
1810,0610
7012,0610
911,0611
6136,0611
11388,0611
1173,0612
1875,0612
1455,0612
12365,0612
9060,0612
10095,0613
3174,0613
7137,0613
1808,0613
8746,0613
4459,0613
6195,0613
1725,0613
6288,0614
6448,0614
1510,0614
10082,0615
2037,0616
11379,0616
4129,0616
6379,0617
7134,0618
2794,0619
11494,0619
11622,0619
7421,0620
7650,0620
12633,0620
204,0620
5206,0620
10472,0620
6684,0621
5897,0621
5978,0621
10025,0622
8075,0622
495,0622
6499,0623
5094,0624
1534,0624
1001,0624
9386,0625
11754,0625
9347,0625
11809,0626
10376,0626
12463,0626
5758,0626
4077,0627
3271,0627
7035,0627
585,0627
2462,0628
12272,0628
10162,0628
8392,0629
12832,0629
12069,0630
6482,0630
1999,0631
475,0631
11557,0631
3021,0632
1505,0632
6548,0633
12721,0633
2452,0633
11721,0634
8193,0634
971,0635
3928,0635
5351,0635
12009,0636
2464,0636
5246,0636
826,0637
5901,0637
4507,0638
11541,0638
12032,0638
2377,0639
1618,0639
11568,0640
320,0640
10890,0640
11068,0641
9015,0641
300,0641
3840,0642
8229,0642
11756,0643
1832,0643
1683,0643
377,0644
5150,0644
8577,0644
6574,0645
11069,0645
3981,0645
5161,0645
7058,0645
9449,0645
7633,0646
974,0646
2026,0647
11024,0647
1052,0647
12726,0648
9897,0648
2097,0648
8251,0649
7313,0649
1143,0649
9559,0650
9243,0650
11185,0650
6161,0650
10956,0651
6950,0651
820,0651
8396,0652
5921,0653
10882,0653
4984,0653
4223,0654
4602,0654
6254,0654
7716,0654
9261,0654
10663,0655
2983,0655
5140,0655
2120,0656
4033,0656
7037,0656
8180,0657
8855,0658
1817,0658
10029,0658
10273,0659
5040,0659
5610,0659
1077,0660
6673,0660
8059,0661
2862,0661
8621,0661
5750,0661
10054,0661
4379,0662
2922,0662
521,0662
8449,0662
12048,0663
6986,0663
5708,0663
3602,0664
273,0664
4084,0665
12685,0666
4075,0666
4078,0666
7039,0667
5685,0667
5770,0667
4792,0667
5373,0668
8945,0668
6256,0668
12311,0669
4091,0669
367,0670
3203,0670
10970,0670
7141,0670
8689,0671
9787,0671
7772,0671
7928,0672
8932,0672
11594,0673
2271,0673
12185,0673
3218,0674
6343,0674
8923,0674
2979,0674
8212,0674
4576,0675
7101,0675
8750,0676
12118,0676
2056,0676
6162,0676
5665,0676
12029,0677
6091,0677
6766,0678
72,0678
10923,0679
3576,0680
8357,0680
6645,0680
5831,0681
941,0681
9430,0681
2307,0682
8678,0682
7089,0683
2353,0683
5664,0684
2698,0684
9638,0685
10061,0686
10289,0687
12804,0687
4254,0688
3055,0689
8186,0690
8910,0691
11742,0692
4353,0692
10416,0693
10653,0693
3317,0694
5581,0694
1089,0695
5061,0695
3870,0695
958,0696
12066,0696
4314,0696
10247,0697
6502,0697
3107,0697
9832,0697
1041,0697
1998,0697
883,0698
6023,0698
8102,0698
2222,0699
11490,0699
9850,0699
3278,0699
3794,0700
12466,0700
1055,0700
4012,0700
6713,0701
9840,0702
9656,0702
2263,0702
3289,0703
5208,0703
7354,0703
3920,0703
10338,0703
170,0704
8441,0704
7657,0704
6958,0705
2244,0705
2151,0705
3941,0706
3923,0706
12800,0707
5970,0708
12706,0708
12791,0708
11445,0709
9970,0709
7096,0710
2850,0710
5096,0710
5950,0711
20,0711
6762,0711
6802,0712
4348,0713
11940,0713
10004,0713
4023,0714
12178,0714
3557,0715
7006,0715
8457,0715
7252,0716
7709,0716
5380,0716
2211,0717
10000,0717
10354,0718
12343,0719
10205,0719
4141,0720
9661,0721
8233,0721
8538,0722
8587,0723
4026,0723
4132,0723
5293,0723
1819,0723
10891,0724
4640,0724
7442,0725
1459,0725
8632,0725
749,0726
12057,0726
12542,0726
11390,0726
11908,0726
7607,0726
8943,0726
11322,0726
3277,0727
8038,0727
10333,0728
9088,0728
7729,0729
8691,0729
10408,0729
3523,0729
5709,0730
4203,0730
2388,0730
7818,0731
7833,0731
4005,0731
7338,0731
7116,0732
9105,0733
11503,0733
8121,0734
3339,0734
9128,0734
5283,0734
4225,0735
10692,0735
5070,0736
2726,0736
7371,0736
4087,0737
5290,0737
8110,0738
885,0739
3157,0739
169,0740
7065,0741
7771,0742
6363,0742
602,0743
10027,0743
8744,0744
8952,0744
12482,0744
10074,0745
1706,0746
10241,0746
12785,0746
4956,0747
5135,0747
10955,0747
9945,0747
12148,0747
6166,0748
736,0748
4434,0749
5565,0749
2534,0749
3052,0749
2393,0750
334,0750
857,0751
9677,0751
8675,0752
9416,0752
10432,0752
6317,0752
8111,0753
10377,0754
1807,0754
6398,0754
11948,0755
11244,0756
7222,0757
10211,0757
5415,0757
6877,0758
5392,0758
2519,0758
11768,0758
1215,0759
12270,0759
12171,0759
10912,0760
7213,0761
6372,0761
12751,0761
7495,0761
9114,0761
10404,0762
4700,0762
673,0762
4115,0762
9686,0763
4111,0763
2743,0763
9491,0764
9045,0764
8830,0765
9517,0765
9382,0765
6989,0766
11474,0767
5735,0767
2527,0768
4776,0768
180,0769
5025,0769
8265,0770
3768,0770
6551,0770
9514,0771
10048,0771
9343,0772
3716,0772
9702,0773
1151,0773
7706,0773
8447,0774
12544,0775
3730,0775
4812,0775
10127,0776
11649,0776
12481,0777
838,0777
7629,0777
4501,0778
8275,0779
6437,0779
5740,0779
11299,0780
8235,0781
9621,0781
4834,0781
6909,0782
8420,0783
8474,0783
12560,0784
8748,0784
10406,0785
6473,0785
10217,0785
2100,0786
8256,0786
2639,0786
1588,0787
9482,0788
3108,0789
11181,0789
8960,0790
4072,0790
12238,0790
1794,0790
3349,0791
5190,0791
7219,0791
8409,0792
5654,0792
9798,0792
1167,0793
9604,0793
3798,0794
2099,0794
12101,0794
7186,0794
4161,0794
6471,0795
10097,0796
9703,0796
10878,0796
11404,0797
10698,0797
11137,0797
10201,0798
7911,0799
8578,0800
2468,0801
6465,0801
99,0801
10018,0801
6946,0801
10401,0802
8261,0802
9600,0803
5024,0804
11750,0804
12180,0804
8211,0805
2880,0806
2192,0806
11280,0807
4927,0807
744,0807
9126,0807
8461,0808
12154,0808
7733,0809
8998,0809
9814,0809
1925,0809
7206,0810
9498,0810
268,0810
7522,0811
4427,0811
8622,0812
11263,0812
12327,0812
2609,0812
4570,0813
2058,0813
2631,0813
7703,0814
2521,0814
5840,0814
4524,0815
1833,0816
4999,0816
7216,0816
6894,0816
11469,0817
8864,0818
4393,0818
6358,0819
4307,0819
11266,0820
1719,0820
12188,0821
3234,0821
202,0821
9168,0822
3083,0822
6187,0823
4021,0823
11618,0824
4467,0824
4455,0825
12071,0826
12640,0826
6025,0827
260,0827
12741,0827
5435,0827
7151,0828
11898,0828
6865,0828
10684,0828
4319,0829
2724,0829
2886,0829
8063,0830
10445,0830
3765,0831
3659,0831
7490,0832
4412,0832
5662,0832
8986,0833
4688,0833
10166,0833
26,0833
11832,0834
10342,0834
8973,0834
9946,0834
3019,0834
3689,0835
10053,0835
7156,0836
1579,0837
599,0837
6652,0837
12221,0838
3558,0839
275,0840
5220,0841
1841,0842
2894,0842
2705,0843
7092,0843
9831,0843
546,0844
6702,0844
6305,0845
3858,0846
1709,0846
11956,0846
2628,0847
1896,0848
12628,0849
10091,0849
46,0849
8725,0850
2991,0851
12845,0852
7409,0852
10989,0852
209,0853
7983,0853
12004,0853
4436,0854
8791,0854
104,0854
1301,0854
1519,0854
4783,0855
12089,0855
6309,0855
10999,0855
2437,0856
12813,0856
2181,0857
3544,0857
4127,0857
2260,0858
12589,0859
12626,0859
6000,0860
83,0860
6701,0861
12499,0861
11564,0862
11529,0862
10681,0862
9496,0863
9633,0863
1611,0863
8477,0864
12474,0864
5903,0864
5106,0864
6939,0865
8302,0865
11937,0866
1364,0866
12598,0866
484,0867
6658,0867
10602,0868
6368,0868
11184,0868
10198,0869
9533,0869
10881,0870
9972,0870
2178,0870
4008,0871
8846,0871
2459,0872
7301,0872
10451,0873
2312,0873
12655,0873
5323,0874
12246,0874
6745,0875
3542,0875
4184,0875
3017,0875
3074,0876
1940,0877
10009,0877
4843,0877
9305,0878
1763,0879
12526,0880
12127,0881
423,0881
724,0881
9588,0882
4102,0882
11785,0882
12585,0883
4986,0884
4030,0884
4454,0885
10864,0885
3721,0885
10720,0885
7907,0885
5340,0885
11253,0886
57,0887
6693,0887
1471,0887
10804,0888
7705,0888
10220,0888
2436,0888
329,0888
249,0889
1029,0889
6531,0890
2659,0890
5726,0890
3432,0891
1101,0891
400,0891
10078,0891
10375,0891
668,0891
12807,0892
10302,0892
6039,0893
10615,0893
5578,0894
7848,0894
6544,0894
11042,0895
7205,0895
8314,0896
4983,0896
3359,0896
8385,0897
6947,0897
8052,0897
3421,0897
5416,0898
10975,0898
355,0898
3882,0899
1590,0899
8185,0900
6630,0901
1679,0901
5137,0901
2570,0901
12073,0902
5694,0902
12539,0903
10670,0903
11556,0903
4987,0903
3131,0903
4278,0904
714,0904
12084,0905
2124,0905
8641,0905
2289,0906
9076,0906
2925,0907
2194,0907
4067,0907
4952,0907
10298,0908
9963,0908
10007,0908
12161,0909
208,0909
5820,0909
8557,0910
4718,0911
989,0912
3188,0912
