Customer_ID,Amount_Spent,Customer_Age,Order_Returns
0262,3313,33,0
0262,1007,33,0
0262,1613,33,1
0262,4306,33,0
0262,1042,33,0
0262,1589,33,0
0262,1975,33,1
0263,2236,51,0
0263,2217,51,0
0263,3319,51,1
0264,4733,51,0
0264,3698,51,0
0265,1436,40,0
0265,4150,40,0
0265,4841,40,0
0266,2372,64,0
0266,1530,64,0
0267,3963,23,1
0267,4080,23,1
0267,3185,23,1
0267,4431,23,0
0267,4768,23,1
0268,1853,51,0
0268,4293,51,1
0269,3857,41,0
0269,233,41,0
0269,3606,41,1
0269,215,41,1
0269,4870,41,1
0269,2452,41,1
0270,3090,36,1
0270,1253,36,0
0270,4787,36,1
0270,2082,36,0
0270,3480,36,1
0270,2537,36,0
0270,1562,36,1
0270,2362,36,1
0271,1107,57,0
0271,4971,57,0
0271,4601,57,0
0271,4402,57,1
0271,1819,57,1
0272,2320,35,0
0272,855,35,1
0272,3472,35,0
0272,673,35,0
0273,1515,43,0
0273,1810,43,1
0273,1516,43,0
0273,4505,43,1
0273,3874,43,1
0274,5052,38,0
0274,1890,38,1
0274,2040,38,0
0274,2188,38,1
0275,497,67,0
0276,4098,66,0
0277,4038,47,0
0277,3109,47,1
0278,1323,50,0
0278,864,50,1
0278,5199,50,0
0278,3759,50,0
0278,4738,50,1
0278,2228,50,1
0279,4778,27,1
0279,2859,27,1
0280,4051,50,0
0280,3965,50,1
0280,3704,50,1
0280,1010,50,1
0281,4327,62,1
0281,1741,62,0
0281,749,62,1
0282,3233,19,0
0282,4182,19,0
0282,150,19,0
0283,582,19,0
0283,4066,19,0
0283,4202,19,0
0284,5256,57,1
0284,1162,57,0
0284,4298,57,0
0285,1772,31,1
0285,187,31,0
0285,1616,31,0
0285,577,31,0
0285,2699,31,0
0286,5052,28,0
0286,3416,28,0
0286,2940,28,1
0286,3275,28,1
0286,572,28,0
0286,2288,28,0
0287,4312,25,1
0287,4938,25,1
0287,1999,25,0
0288,3895,21,1
0288,3199,21,0
0289,4365,56,1
0289,1211,56,1
0289,3587,56,0
0290,2638,24,0
0290,1209,24,0
0290,1195,24,1
0291,4757,60,0
0291,5058,60,1
0291,1108,60,1
0291,2406,60,0
0291,4712,60,0
0291,1901,60,1
0292,2200,21,1
0292,5010,21,0
0292,4959,21,0
0292,2789,21,0
0292,3500,21,0
0292,2179,21,1
0292,167,21,1
0293,4144,37,1
0293,3281,37,1
0293,3588,37,0
0293,2937,37,1
0294,4653,41,0
0294,2497,41,1
0295,1574,68,1
0295,3326,68,1
0296,3341,55,1
0296,4927,55,0
0296,3393,55,0
0296,925,55,0
0296,4645,55,1
0297,2994,57,0
0297,4389,57,1
0297,4466,57,1
0297,4099,57,1
0298,3398,31,0
0298,4194,31,1
0298,4635,31,1
0298,4266,31,1
0298,235,31,0
0298,1687,31,0
0298,2736,31,0
0299,5136,37,0
0299,4192,37,1
0300,3729,38,1
0300,2377,38,0
0301,1526,69,0
0301,2281,69,1
0301,1154,69,0
0301,693,69,0
0302,1805,64,1
0302,1512,64,0
0303,3934,64,1
0303,4671,64,0
0303,2003,64,0
0303,3749,64,0
0304,4102,62,1
0304,711,62,0
0304,1943,62,0
0304,1949,62,1
0304,3520,62,1
0304,905,62,0
0305,3108,18,1
0305,341,18,0
0306,3044,38,1
0306,3638,38,1
0307,3551,28,1
0307,424,28,1
0307,2792,28,0
0308,4077,58,0
0308,4914,58,0
0308,2586,58,1
0309,4687,36,1
0309,1979,36,1
0309,411,36,1
0309,1029,36,1
0309,4330,36,1
0309,1954,36,0
0309,994,36,1
0310,3143,21,0
0310,2972,21,1
0310,4381,21,1
0310,2692,21,0
0310,1030,21,1
0311,3083,63,0
0311,3377,63,0
0311,5296,63,1
0311,4104,63,0
0311,1795,63,1
0311,4235,63,1
0312,2735,52,1
0312,980,52,0
0312,2178,52,0
0312,4832,52,1
0312,1551,52,1
0312,1497,52,1
0312,1441,52,0
0313,3176,58,0
0313,1820,58,0
0313,3633,58,0
0313,2090,58,0
0313,3659,58,0
0314,4935,49,1
0314,515,49,1
0314,3985,49,1
0314,2025,49,1
0314,2097,49,0
0314,2646,49,0
0314,2151,49,1
0315,1854,62,1
0315,456,62,1
0316,3163,20,1
0316,2473,20,1
0316,4952,20,0
0316,4456,20,1
0317,1709,30,1
0317,1734,30,1
0317,255,30,0
0317,2839,30,1
0318,4352,70,0
0318,882,70,1
0318,2817,70,1
0319,870,26,0
0319,335,26,1
0319,1232,26,1
0319,3630,26,0
0319,4193,26,1
0320,4058,38,1
0320,2670,38,1
0320,830,38,0
0320,2107,38,1
0320,4430,38,0
0321,572,65,0
0321,784,65,1
0321,2767,65,0
0321,2219,65,1
0321,4594,65,1
0322,2390,27,1
0322,2100,27,1
0322,4523,27,1
0322,1376,27,0
0322,4856,27,1
0323,3642,19,1
0323,4739,19,1
0324,2750,19,0
0324,2073,19,0
0325,399,66,0
0325,3373,66,1
0326,4195,65,0
0326,1800,65,0
0326,5081,65,1
0326,5103,65,1
0327,4592,52,1
0327,4732,52,1
0327,931,52,0
0327,1690,52,1
0328,4178,55,1
0328,1945,55,0
0329,4329,57,1
0329,2351,57,1
0329,4573,57,0
0329,1550,57,1
0329,4283,57,0
0330,2057,27,1
0331,4613,38,0
0331,3790,38,1
0331,2777,38,1
0332,2931,69,0
0332,1545,69,1
0333,1419,27,1
0333,4363,27,1
0334,2390,36,1
0334,3976,36,1
0334,4571,36,1
0334,4200,36,1
0334,2506,36,0
0335,1661,54,0
0335,3482,54,0
0335,2628,54,0
0335,1036,54,1
0335,1150,54,1
0335,1752,54,1
0335,2388,54,1
0336,4555,45,0
0336,746,45,0
0337,2277,45,1
0337,2207,45,1
0338,3003,69,0
0339,1599,24,1
0339,4391,24,1
0339,5015,24,1
0339,4736,24,0
0339,1797,24,0
0340,3247,49,0
0340,609,49,1
0340,3132,49,0
0340,570,49,1
0340,2930,49,0
0340,517,49,1
0341,4910,18,0
0341,3240,18,0
0341,588,18,0
0341,781,18,1
0341,3196,18,1
0341,4466,18,0
0342,518,32,1
0342,1804,32,1
0342,1820,32,1
0343,3027,56,1
0343,2091,56,0
0343,3687,56,1
0344,1461,28,1
0344,4998,28,0
0344,4812,28,0
0344,2455,28,0
0344,2437,28,1
0344,1275,28,0
0344,2514,28,1
0345,5127,53,1
0345,2709,53,1
0345,4908,53,0
0345,2535,53,0
0345,4528,53,1
0346,4940,70,0
0346,1721,70,0
0346,785,70,1
0346,2595,70,1
0346,1702,70,0
0346,600,70,1
0346,2982,70,0
0346,4562,70,0
