User_ID,Age,Gender,Income_Level,Cultural_Eco_Alignment,Emotional_Guilt_Score,Emotional_Pride_Score,Social_Influence_Score,Green_Knowledge_Level,Time_Spent_on_Green_Products,Clicks_on_Green_Products,Previous_Green_Purchases,Session_Duration_Minutes,Device_Type,Referral_Source,Product_Category,Green_Product_Rating,Green_Consumption_Score,Green_Purchase_Made
U00036,56,Other,High,9,3,2,4,10,5.919225055,2,7,5.692221748251601,Desktop,Social Media,Non-Eco-Friendly,1,0.5295961252742989,1
U00037,35,Female,Medium,8,5,8,2,5,2.7247269745472398,3,2,6.191419839865819,Mobile,Organic Search,Eco-Friendly,1,0.5386236348727362,1
U00038,21,Male,Low,2,4,10,7,2,11.509804500858824,2,2,6.975531738084431,Tablet,Social Media,Eco-Friendly,5,0.4975490225042941,0
U00039,42,Male,Medium,8,7,5,2,10,7.2629623861656345,3,2,9.590165779745906,Mobile,Ads,Eco-Friendly,5,0.5913148119308282,1
U00040,31,Female,Medium,7,9,5,10,10,19.34301609581501,3,2,20.833726429729882,Desktop,Social Media,Non-Eco-Friendly,1,0.7517150804790751,1
U00041,26,Male,High,6,2,2,2,7,10.174037702499161,1,2,16.58614488324599,Mobile,Social Media,Eco-Friendly,1,0.36587018851249586,0
U00042,43,Female,Low,1,8,7,5,2,5.989002959824104,4,1,8.397976054157485,Desktop,Email,Non-Eco-Friendly,2,0.4499450147991205,0
U00043,19,Female,Medium,7,9,8,4,1,4.264202444941443,4,1,10.934812172015704,Desktop,Email,Non-Eco-Friendly,2,0.5813210122247072,1
U00044,37,Female,Low,10,10,10,8,7,15.449524795454153,4,3,18.488200943172668,Mobile,Organic Search,Eco-Friendly,3,0.8772476239772707,1
U00045,45,Female,Medium,7,10,1,4,5,7.144080129579067,3,3,19.884649950135586,Mobile,Social Media,Eco-Friendly,4,0.5307204006478955,1
U00046,24,Female,Medium,9,9,2,6,1,10.219143997302142,2,2,15.935432352321138,Desktop,Organic Search,Eco-Friendly,2,0.5510957199865106,1
U00047,25,Other,Medium,1,10,10,5,4,14.779013725562404,2,2,6.9675670944835755,Tablet,Ads,Non-Eco-Friendly,2,0.6138950686278121,1
U00048,52,Male,Medium,2,7,4,2,4,7.578708240345849,2,2,12.112317492239018,Mobile,Organic Search,Non-Eco-Friendly,2,0.38789354120172936,0
U00049,31,Other,Medium,9,9,5,8,10,9.770355856299197,0,0,31.666940425375387,Desktop,Social Media,Eco-Friendly,2,0.688851779,1
U00050,34,Male,Medium,9,9,2,2,7,9.917157951,4,3,6.523881768176322,Tablet,Email,Non-Eco-Friendly,5,0.5895857897544371,1
U00051,53,Other,Medium,6,3,1,9,9,13.41662255758046,2,2,17.624530079133777,Desktop,Email,Eco-Friendly,3,0.47708311278790233,0
U00052,57,Female,High,6,4,9,9,2,12.953721677551629,4,2,29.84583096733825,Mobile,Organic Search,Non-Eco-Friendly,2,0.5947686083877582,1
U00053,21,Male,High,4,2,1,3,1,8.899431343725858,2,1,13.085610366865264,Desktop,Email,Non-Eco-Friendly,4,0.24449715671862932,0
U00054,19,Male,Medium,4,10,4,4,2,10.318245307482588,7,3,27.83662701554647,Desktop,Social Media,Non-Eco-Friendly,2,0.5365912265374128,1
U00055,23,Other,Medium,5,3,2,8,7,8.141104942382558,5,5,10.186207654656979,Desktop,Social Media,Non-Eco-Friendly,5,0.46570552471191284,0
U00056,59,Other,Medium,3,5,4,9,10,2.6119379654027766,3,0,1.175734782514203,Mobile,Ads,Eco-Friendly,1,0.45805969,0
U00057,21,Male,Medium,1,5,8,3,6,11.288004286990647,1,0,10.945054189376648,Tablet,Email,Eco-Friendly,1,0.4314400214349532,0
U00058,46,Other,Low,1,6,8,5,4,19.460958804165337,4,1,9.696064990391754,Tablet,Email,Eco-Friendly,3,0.5173047940208266,1
U00059,35,Other,High,7,7,9,8,1,5.581404296544686,1,2,3.3087526530864153,Tablet,Ads,Non-Eco-Friendly,1,0.6029070214827235,1
U00060,43,Other,Low,1,7,5,3,1,6.134851451986485,2,2,12.077857216612765,Tablet,Organic Search,Non-Eco-Friendly,2,0.3606742572599325,0
U00061,51,Female,High,1,1,7,7,5,5.646361141781293,2,1,21.93697325807465,Mobile,Ads,Eco-Friendly,5,0.34823180570890655,0
U00062,27,Female,Medium,3,2,3,8,1,13.622958893615612,4,5,10.841158680185686,Desktop,Email,Eco-Friendly,3,0.3881147944680781,0
U00063,53,Other,Medium,10,9,10,10,7,12.242427270982201,5,0,12.367977900559183,Tablet,Organic Search,Eco-Friendly,2,0.8362121363549111,1
U00064,31,Other,Medium,4,10,4,3,1,9.207311537917716,2,1,24.593560571757642,Tablet,Social Media,Non-Eco-Friendly,1,0.46603655768958846,0
U00065,48,Female,High,4,2,10,2,1,5.409904691805175,2,2,9.762103014181545,Mobile,Social Media,Eco-Friendly,4,0.40704952345902595,0
U00066,32,Female,Medium,2,6,9,10,2,10.461883958199621,2,2,19.332493295166664,Desktop,Ads,Eco-Friendly,2,0.5423094197909981,1
U00067,25,Male,Medium,1,1,10,7,10,2.1768893633209787,3,3,3.047969626857814,Desktop,Social Media,Eco-Friendly,4,0.46588444681660485,0
U00068,31,Male,Low,3,3,10,9,3,10.717132834287465,4,0,8.237005798471147,Tablet,Email,Eco-Friendly,4,0.5135856641714374,1
U00069,40,Female,Medium,4,2,1,1,1,14.35762193043967,1,2,13.505982543612312,Tablet,Ads,Eco-Friendly,3,0.2567881096521984,0
U00070,57,Other,Low,3,3,2,3,9,3.744004317,4,0,23.46383866965417,Desktop,Email,Eco-Friendly,5,0.3187200215841581,0
U00071,38,Other,Medium,8,5,5,5,10,2.3374086158516816,5,1,8.612219878055988,Mobile,Email,Eco-Friendly,1,0.5566870430792583,1
U00072,33,Other,Medium,10,10,3,3,8,17.897189458474298,1,4,8.528081202570828,Desktop,Organic Search,Eco-Friendly,1,0.7044859472923715,1
U00073,35,Other,Medium,1,6,2,1,5,6.941201802477075,2,6,16.906467413143744,Desktop,Organic Search,Eco-Friendly,2,0.3447060090123854,0
U00074,41,Male,Low,2,9,1,7,2,15.67973922971911,3,0,18.030205462483142,Tablet,Organic Search,Non-Eco-Friendly,1,0.42339869614859565,0
U00075,43,Female,Low,7,10,10,7,5,9.230011674010841,1,3,7.750814176540518,Mobile,Social Media,Eco-Friendly,3,0.7411500583700542,1
U00076,42,Other,Medium,4,4,3,10,6,9.190225915293363,3,0,11.346729836742316,Mobile,Organic Search,Eco-Friendly,1,0.44095112957646687,0
U00077,58,Male,Low,8,7,1,8,1,12.192063497483225,4,0,22.606625794956877,Mobile,Email,Eco-Friendly,2,0.4909603174874161,0
U00078,46,Other,Low,3,6,1,5,4,5.580005716267797,4,1,6.739936388568527,Tablet,Ads,Non-Eco-Friendly,1,0.34790002858133906,0
U00079,32,Female,Low,6,2,1,10,9,10.662485717478228,3,4,17.390337173329552,Mobile,Ads,Non-Eco-Friendly,5,0.4783124285873912,0
U00080,18,Male,High,9,10,8,5,2,8.092552925879536,5,3,11.37726557760764,Mobile,Email,Eco-Friendly,4,0.7054627646293977,1
U00081,42,Female,Medium,1,8,3,5,5,3.3975327829748423,1,0,24.818069919301475,Tablet,Social Media,Non-Eco-Friendly,4,0.36198766391487425,0
U00082,24,Female,Medium,1,7,1,1,1,11.687410373631995,4,0,19.062938295271508,Desktop,Ads,Non-Eco-Friendly,4,0.278437052,0
U00083,26,Male,Low,8,7,7,10,4,8.683460965610418,2,0,21.163940260153673,Mobile,Email,Eco-Friendly,5,0.6334173048280521,1
U00084,41,Male,Medium,3,8,10,5,4,9.214875858,1,2,11.236911613684281,Desktop,Email,Non-Eco-Friendly,3,0.5810743792888824,1
U00085,18,Male,Medium,5,1,3,6,6,3.949195282929211,4,4,20.771606092130174,Mobile,Email,Non-Eco-Friendly,2,0.37974597641464614,0
U00086,25,Male,Medium,1,1,8,1,10,17.957001838814023,3,2,20.589339073116726,Desktop,Ads,Eco-Friendly,5,0.43478500919407015,0
U00087,41,Male,Low,5,8,4,7,9,14.383570931930581,2,3,18.636422119036087,Desktop,Ads,Eco-Friendly,2,0.611917855,1
U00088,28,Male,Low,6,4,4,1,3,14.820779420859893,2,0,13.02173512756142,Tablet,Organic Search,Non-Eco-Friendly,3,0.4041038971042995,0
U00089,34,Male,Low,8,5,5,2,9,8.472776488,1,3,16.138237415350268,Tablet,Organic Search,Eco-Friendly,5,0.547363882,1
U00090,25,Other,Medium,3,8,6,2,6,1.354085552482898,2,5,2.031033255943049,Mobile,Email,Eco-Friendly,1,0.4867704277624146,0
U00091,52,Female,Medium,3,5,7,5,7,19.764586912447555,4,2,27.313032326090223,Mobile,Email,Eco-Friendly,3,0.5588229345622379,1
U00092,52,Male,Low,10,10,4,10,10,9.69451246,4,4,10.772541843793984,Tablet,Email,Non-Eco-Friendly,4,0.7884725622998533,1
U00093,50,Other,Low,9,4,8,7,2,6.256001019899731,6,2,12.656044892721749,Mobile,Email,Eco-Friendly,5,0.5912800050994986,1
U00094,22,Other,Low,4,6,6,1,10,12.084007872415569,1,3,5.775410273064196,Mobile,Ads,Non-Eco-Friendly,3,0.5254200393620778,1
U00095,59,Other,High,4,5,1,10,6,15.835603940016487,4,1,19.71026406409402,Tablet,Organic Search,Non-Eco-Friendly,3,0.46917801970008244,0
U00096,56,Female,Low,7,7,1,1,6,9.884747219572668,0,1,18.70447030737724,Desktop,Social Media,Eco-Friendly,5,0.42942373609786333,0
U00097,58,Male,Medium,2,10,9,1,2,16.39287583969687,2,1,12.931385947211371,Mobile,Email,Non-Eco-Friendly,4,0.5519643791984843,1
U00098,45,Other,Medium,8,7,10,6,2,15.414999692584342,2,5,1,Tablet,Organic Search,Eco-Friendly,4,0.7170749984629217,1
U00099,24,Female,Medium,6,4,6,2,2,4.618094062989709,2,2,10.01911154179352,Mobile,Email,Eco-Friendly,3,0.4130904703149486,0
U00100,26,Female,Low,3,5,10,1,10,6.631049471702618,1,3,18.220158891560217,Mobile,Ads,Eco-Friendly,2,0.5381552473585132,1
U00101,25,Female,Low,9,3,8,6,1,14.787685816398838,3,0,16.759951251832526,Tablet,Social Media,Eco-Friendly,3,0.5589384290819941,1
U00102,29,Other,Medium,5,4,7,2,5,0,5,1,14.676589702237242,Tablet,Organic Search,Eco-Friendly,5,0.425,0
U00103,51,Male,Medium,8,4,6,6,8,9.252721534175055,1,3,12.032366365476474,Mobile,Organic Search,Non-Eco-Friendly,5,0.5812636076708754,1
U00104,50,Other,Medium,7,3,4,10,2,2.8458439918766407,2,2,3.949658961,Mobile,Social Media,Non-Eco-Friendly,5,0.44422921995938325,0
U00105,40,Other,Medium,8,10,7,8,5,7.6172309928323765,5,1,21.747093632995842,Desktop,Ads,Eco-Friendly,4,0.7030861549641618,1
U00106,41,Male,Low,7,5,9,2,8,8.505899554853979,2,1,4.919152096444112,Desktop,Social Media,Non-Eco-Friendly,1,0.5825294977742699,1
U00107,54,Male,High,3,5,10,9,10,8.208778110462461,2,1,13.570254815444821,Tablet,Organic Search,Non-Eco-Friendly,5,0.6110438905523122,1
U00108,52,Male,Medium,2,7,10,8,5,7.2386937394369575,4,1,7.755762869176179,Mobile,Social Media,Non-Eco-Friendly,5,0.5761934686971848,1
U00109,57,Female,Low,7,4,7,10,2,4.514281752,2,1,21.955827734104464,Tablet,Ads,Non-Eco-Friendly,2,0.5225714087592797,1
U00110,39,Male,High,3,4,1,1,3,21.45955633409343,2,2,19.074191475320877,Tablet,Ads,Eco-Friendly,2,0.3372977816704672,0
U00111,44,Other,Medium,3,9,10,7,6,19.337310020806754,3,2,12.499583961175158,Mobile,Email,Eco-Friendly,3,0.7016865501040339,1
U00112,52,Male,Medium,2,6,9,10,5,4.189670898718585,4,0,19.838289108640694,Desktop,Social Media,Eco-Friendly,3,0.5309483544935929,1
U00113,18,Other,Medium,4,4,4,6,4,17.910583756517838,4,1,4.557824847210446,Tablet,Social Media,Non-Eco-Friendly,3,0.4595529187825892,0
U00114,52,Female,High,8,2,3,6,4,8.002672547635736,4,1,14.443514378919803,Tablet,Organic Search,Non-Eco-Friendly,5,0.4300133627381787,0
U00115,54,Other,Medium,1,6,4,6,5,10.645937366658552,5,4,7.615955991234869,Mobile,Ads,Eco-Friendly,2,0.4482296868332928,0
U00116,31,Other,Low,1,2,4,6,2,9.683630201,2,1,22.175443072357826,Desktop,Social Media,Eco-Friendly,3,0.2884181510025771,0
U00117,20,Male,Medium,5,5,10,10,9,6.701256794,0,1,17.620026570915922,Desktop,Organic Search,Non-Eco-Friendly,2,0.6335062839686508,1
U00118,18,Male,High,5,6,2,7,2,14.919261718030732,3,0,19.549601124686756,Mobile,Email,Eco-Friendly,5,0.43959630859015375,0
U00119,22,Other,Low,1,4,1,3,10,10.629432652883288,3,0,11.12730471058305,Tablet,Social Media,Non-Eco-Friendly,5,0.31814716326441644,0
U00120,43,Male,Medium,6,3,10,6,2,7.617242883903793,2,1,20.213677344377317,Mobile,Social Media,Eco-Friendly,3,0.518086214,1
U00121,31,Female,Medium,1,7,1,3,10,3.477052780997637,3,4,7.181137839866301,Mobile,Organic Search,Eco-Friendly,5,0.38238526390498817,0
U00122,56,Female,Medium,5,2,8,7,9,5.532024931404398,5,1,8.185319339467817,Desktop,Organic Search,Non-Eco-Friendly,5,0.5226601246570219,1
U00123,44,Male,Medium,9,6,2,7,3,1.793099421989515,1,1,13.773904819483079,Tablet,Ads,Eco-Friendly,2,0.4639654971099475,0
U00124,26,Female,High,5,4,10,8,10,10.061117742075847,2,1,8.456937734340492,Tablet,Ads,Eco-Friendly,1,0.6303055887103791,1
U00125,32,Male,Low,6,6,5,2,7,4.016672038578021,4,1,19.967234217139517,Desktop,Ads,Eco-Friendly,4,0.4800833601928901,0
U00126,32,Other,Low,8,4,4,9,4,8.672197437407293,2,1,11.68580618241712,Tablet,Social Media,Eco-Friendly,3,0.5133609871870365,1
U00127,43,Other,Low,1,4,8,5,6,16.850509268051855,0,0,7.435383992980253,Tablet,Organic Search,Eco-Friendly,1,0.4542525463402593,0
U00128,59,Female,High,2,4,2,9,4,15.996497864607928,5,1,6.528726664319024,Mobile,Ads,Eco-Friendly,3,0.40498248932303965,0
U00129,30,Male,Medium,9,9,10,10,10,9.838615529,0,1,19.88175328336695,Mobile,Social Media,Non-Eco-Friendly,1,0.8191930776474345,1
U00130,49,Male,Low,3,7,9,5,7,9.564576369,2,3,1,Mobile,Ads,Non-Eco-Friendly,5,0.5878228818464212,1
U00131,56,Female,High,6,3,7,7,1,19.39937274710504,3,5,7.922727961,Tablet,Email,Non-Eco-Friendly,3,0.5619968637355253,1
U00132,49,Other,High,5,3,7,9,3,12.603780601793556,2,7,24.820333487735333,Tablet,Social Media,Non-Eco-Friendly,1,0.5630189030089678,1
U00133,21,Female,High,2,6,1,4,3,8.360967700617385,6,5,12.589456685261975,Tablet,Ads,Non-Eco-Friendly,4,0.3718048385030869,0
U00134,47,Other,High,7,6,2,2,1,2.869909414,5,0,20.015172351368456,Tablet,Ads,Eco-Friendly,5,0.36934954707198875,0
U00135,54,Male,Low,4,4,4,9,6,11.969366090823716,3,3,17.992495246244122,Desktop,Email,Eco-Friendly,3,0.4948468304541186,0
U00136,40,Other,Medium,1,9,4,2,9,14.146618862914313,4,4,13.663879883523547,Desktop,Email,Non-Eco-Friendly,3,0.5207330943145716,1
U00137,56,Female,Medium,4,4,3,3,8,6.841742377,5,1,3.387625919817024,Tablet,Ads,Eco-Friendly,1,0.3992087118871589,0
U00138,32,Male,High,6,9,7,10,7,11.456013775690163,2,1,5.718909378928634,Mobile,Ads,Eco-Friendly,3,0.6872800688784508,1
U00139,46,Female,Medium,7,4,8,2,10,8.182133525424854,2,4,5.600962346135434,Mobile,Organic Search,Eco-Friendly,5,0.5909106676271243,1
U00140,53,Female,Medium,7,2,2,3,8,9.079838004004987,4,1,18.37435509810217,Desktop,Ads,Eco-Friendly,2,0.40539919002002495,0
U00141,30,Other,Medium,7,2,4,6,6,0,4,0,19.687064014362136,Desktop,Ads,Eco-Friendly,1,0.4000000000000001,0
U00142,49,Female,Low,3,5,3,3,9,8.891092981419323,7,1,8.848297946733163,Tablet,Organic Search,Non-Eco-Friendly,4,0.4294554649070966,0
U00143,24,Other,Medium,6,4,2,10,3,14.846846512040273,6,2,14.448597194081701,Tablet,Organic Search,Non-Eco-Friendly,3,0.4942342325602014,0
U00144,39,Male,High,8,7,6,8,10,6.842987222167209,4,0,15.056802889305477,Tablet,Ads,Eco-Friendly,5,0.654214936,1
U00145,45,Other,High,4,5,4,6,10,10.262631841076582,3,3,15.547365921853977,Tablet,Organic Search,Non-Eco-Friendly,3,0.5163131592053829,1
U00146,19,Male,Low,8,6,6,7,9,6.220246466540398,5,2,9.666093477154178,Tablet,Social Media,Non-Eco-Friendly,4,0.6361012323327021,1
U00147,59,Other,Low,2,10,2,1,4,11.802208381463865,2,5,26.46638918859658,Mobile,Email,Non-Eco-Friendly,5,0.44901104190731933,0
U00148,23,Female,Low,10,4,4,3,7,8.917384012319133,6,3,19.745119304627355,Mobile,Social Media,Non-Eco-Friendly,4,0.5645869200615956,1
U00149,45,Other,Medium,9,2,6,3,9,5.3037922965899655,2,3,15.511586353535868,Tablet,Email,Eco-Friendly,5,0.5265189614829497,1
U00150,45,Other,High,9,10,5,2,2,16.66275733832564,6,1,11.368188733560803,Mobile,Email,Non-Eco-Friendly,2,0.6433137866916282,1
U00151,37,Male,Low,8,9,3,7,2,14.644660067661075,3,2,9.165020839482228,Tablet,Ads,Eco-Friendly,5,0.5982233003383055,1
U00152,47,Female,Medium,10,10,8,9,9,6.975466180359126,2,4,17.78526565426164,Tablet,Email,Non-Eco-Friendly,4,0.8248773309017956,1
U00153,28,Other,High,10,7,7,4,3,12.488941547088887,5,2,11.68359566561532,Desktop,Social Media,Non-Eco-Friendly,1,0.6574447077354446,1
U00154,45,Female,Medium,1,4,3,5,9,12.687060014101903,3,1,15.93612348616743,Mobile,Ads,Eco-Friendly,2,0.3884353000705095,0
U00155,42,Other,Medium,2,3,6,3,5,13.21150617505588,2,2,1.7048218040833643,Mobile,Organic Search,Eco-Friendly,3,0.39605753087527945,0
U00156,56,Other,Medium,6,10,4,9,6,1.5287205200246117,2,5,11.291443257839134,Desktop,Social Media,Non-Eco-Friendly,2,0.6176436026001231,1
U00157,50,Female,Medium,10,3,5,4,2,15.03303270516314,1,3,14.236384720183283,Mobile,Ads,Non-Eco-Friendly,2,0.5301651635258157,1
U00158,18,Other,Low,5,9,5,5,8,7.151505185371343,4,1,21.77468547563175,Desktop,Email,Eco-Friendly,3,0.5757575259268567,1
U00159,44,Female,Medium,9,5,7,1,9,8.210860332793665,2,4,8.543731606125846,Mobile,Social Media,Non-Eco-Friendly,5,0.6110543016639683,1
U00160,30,Other,Medium,5,3,5,2,2,23.18940876,3,0,4.5991673231697145,Tablet,Email,Eco-Friendly,2,0.4309470438065051,0
U00161,58,Male,High,2,5,3,9,6,11.50936690360506,2,2,18.11305583451924,Desktop,Ads,Eco-Friendly,2,0.4375468345180253,0
U00162,20,Female,Medium,10,2,10,2,6,8.068387622764122,3,2,14.551604957479823,Tablet,Ads,Eco-Friendly,1,0.5953419381138207,1
U00163,56,Other,Medium,4,4,5,5,8,0,2,2,2.9458349342976646,Tablet,Organic Search,Non-Eco-Friendly,1,0.42000000000000004,0
U00164,23,Other,Low,9,10,7,8,10,16.948820669731777,0,5,3.294883404488532,Mobile,Organic Search,Eco-Friendly,4,0.8347441033486589,1
U00165,25,Male,Medium,1,2,5,3,5,3.2739516459569877,2,1,10.471868685508143,Desktop,Social Media,Eco-Friendly,3,0.276369758,0
U00166,44,Female,Low,1,2,5,6,9,4.982805482502482,3,1,14.413768286438009,Tablet,Organic Search,Non-Eco-Friendly,5,0.35991402741251244,0
U00167,26,Other,Low,7,8,9,4,1,8.343238504560754,1,1,24.72499590365519,Tablet,Email,Eco-Friendly,5,0.5867161925228037,1
U00168,54,Male,Medium,3,1,3,7,9,17.082058958501463,2,1,7.4320246712869755,Desktop,Email,Non-Eco-Friendly,4,0.4054102947925073,0
U00169,50,Other,High,10,7,6,10,10,13.866199933328796,3,2,18.771439888432646,Mobile,Organic Search,Non-Eco-Friendly,5,0.7643309996666441,1
U00170,59,Female,Low,2,5,1,3,7,9.210812451,1,3,1.274044415169751,Tablet,Organic Search,Eco-Friendly,5,0.34105406225399354,0
U00171,41,Other,Medium,9,8,10,6,4,11.541460318194105,4,3,17.52672621407536,Mobile,Organic Search,Non-Eco-Friendly,1,0.7477073015909705,1
U00172,32,Other,High,3,1,5,10,3,6.998071535644471,1,2,25.54609392293502,Desktop,Social Media,Non-Eco-Friendly,5,0.3699903576782223,0
U00173,49,Other,Low,2,7,8,9,10,10.698268447826754,5,1,15.991933016577521,Mobile,Social Media,Non-Eco-Friendly,5,0.6184913422391338,1
U00174,49,Other,Medium,8,5,5,10,6,10.366683723890683,1,1,10.322847864585308,Desktop,Email,Eco-Friendly,4,0.5868334186194533,1
U00175,41,Male,Medium,10,4,9,1,1,14.843849478406767,1,4,23.62775308500398,Mobile,Social Media,Eco-Friendly,4,0.5992192473920338,1
U00176,58,Male,Medium,6,7,6,3,3,14.835890612194747,5,2,17.44217282,Mobile,Social Media,Eco-Friendly,2,0.5591794530609737,1
U00177,29,Female,Low,6,10,8,2,2,12.469886911028224,0,1,16.07516224714858,Tablet,Ads,Non-Eco-Friendly,5,0.5923494345551412,1
U00178,56,Male,Medium,10,2,10,8,9,8.188262212269489,2,1,7.875869419373776,Mobile,Email,Eco-Friendly,5,0.6709413110613475,1
U00179,19,Male,Medium,7,1,8,7,3,13.709111471950633,2,5,17.546389347094813,Tablet,Email,Eco-Friendly,5,0.5485455573597531,1
U00180,20,Female,Medium,7,1,3,2,2,9.540157668984767,4,1,10.206986919563526,Desktop,Organic Search,Non-Eco-Friendly,1,0.33770078834492395,0
U00181,54,Male,Low,6,1,7,6,4,4.590428156434335,2,2,17.18009459,Desktop,Ads,Eco-Friendly,5,0.43295214078217165,0
